created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,,accident,longitude,elevation,status
2022-07-12T09:44:00+00:00,55,-86,87,0,9,0,21.1277631,81.7640845,,0,,,
2022-07-12T09:44:18+00:00,56,-86,87,0,9,0,21.1277631,81.7640845,,0,,,
2022-07-12T09:44:36+00:00,57,-86,87,0,9,0,21.1277631,81.7640845,,0,,,
2022-07-12T09:44:59+00:00,58,-86,87,0,9,0,21.1277631,81.7640845,,0,,,
2022-07-12T09:45:15+00:00,59,-86,87,0,9,0,21.1277631,81.7640845,,0,,,
2022-07-12T09:45:40+00:00,60,-86,87,0,9,0,21.1277631,81.7640845,,0,,,
2022-07-12T09:45:55+00:00,61,-86,87,0,9,0,21.1277631,81.7640845,,0,,,
2022-07-12T09:46:11+00:00,62,-86,87,0,9,0,21.1277631,81.7640845,,0,,,
2022-07-12T09:46:26+00:00,63,-86,87,0,9,0,21.1277631,81.7640845,,0,,,
2022-07-12T09:46:45+00:00,64,-86,87,0,9,0,21.1277631,81.7640845,,0,,,
2022-07-12T09:47:08+00:00,65,-91,-79,0,9,0,21.1277631,81.7640845,,0,,,
2022-07-12T09:47:24+00:00,66,-119,-72,-1,7,4,21.1277631,81.7640845,,1,,,
2022-07-12T09:47:43+00:00,67,-99,92,0,9,1,21.1277631,81.7640845,,1,,,
2022-07-12T09:48:03+00:00,68,-86,80,1,12,-1,21.1277631,81.7640845,,1,,,
2022-07-12T09:48:19+00:00,69,-76,-83,0,8,-1,21.1277631,81.7640845,,0,,,
2022-07-12T09:48:34+00:00,70,-65,88,0,7,-2,21.1277631,81.7640845,,0,,,
2022-07-12T09:48:52+00:00,71,-102,68,3,7,2,21.1277631,81.7640845,,0,,,
2022-07-12T09:49:10+00:00,72,-102,67,3,7,0,21.1277631,81.7640845,,0,,,
2022-07-12T09:49:29+00:00,73,-104,69,3,6,5,21.1277631,81.7640845,,0,,,
2022-07-12T09:49:53+00:00,74,-106,73,2,9,1,21.1277631,81.7640845,,0,,,
2022-07-12T09:50:33+00:00,75,-76,86,1,7,1,21.1277631,81.7640845,,0,,,
2022-07-12T09:50:57+00:00,76,-41,-61,-2,5,-6,21.1277631,81.7640845,,0,,,
2022-07-12T09:51:14+00:00,77,-36,-70,-1,5,-7,21.1277631,81.7640845,,0,,,
2022-07-12T09:51:34+00:00,78,-38,-61,-2,5,-7,21.1277631,81.7640845,,0,,,
2022-07-12T09:51:51+00:00,79,-28,-69,-1,5,-6,21.1277631,81.7640845,,0,,,
2022-07-12T09:52:08+00:00,80,-27,-64,-1,3,-8,21.1277631,81.7640845,,0,,,
2022-07-12T09:52:26+00:00,81,-51,-75,-1,7,-5,21.1277631,81.7640845,,0,,,
2022-07-12T09:52:44+00:00,82,-108,86,1,8,2,21.1277631,81.7640845,,0,,,
2022-07-12T09:53:02+00:00,83,-112,74,2,7,4,21.1277631,81.7640845,,0,,,
2022-07-12T09:53:26+00:00,84,-47,93,0,7,-2,21.1277631,81.7640845,,0,,,
2022-07-12T09:53:42+00:00,85,-74,93,0,8,0,21.1277631,81.7640845,,0,,,
2022-07-12T09:54:01+00:00,86,-73,-74,-1,7,-4,21.1277631,81.7640845,,0,,,
2022-07-12T09:54:19+00:00,87,-57,75,2,7,-4,21.1277631,81.7640845,,0,,,
2022-07-12T09:54:38+00:00,88,-66,-75,0,5,-7,21.1277631,81.7640845,,0,,,
2022-07-12T09:54:55+00:00,89,-90,-68,-2,8,0,21.1277631,81.7640845,,0,,,
2022-07-12T09:55:22+00:00,90,-87,81,1,8,0,21.1277631,81.7640845,,0,,,
2022-07-12T09:55:37+00:00,91,-76,70,3,7,0,21.1277631,81.7640845,,0,,,
2022-07-12T09:55:55+00:00,92,-97,89,0,9,0,21.1277631,81.7640845,,0,,,
2022-07-12T09:56:11+00:00,93,-97,89,0,9,0,21.1277631,81.7640845,,0,,,
2022-07-12T09:56:29+00:00,94,-79,77,2,8,-1,21.1277631,81.7640845,,1,,,
2022-07-12T09:56:44+00:00,95,-112,89,0,9,2,21.1277631,81.7640845,,1,,,
2022-07-12T09:57:03+00:00,96,-79,92,0,9,-1,21.1277631,81.7640845,,1,,,
2022-07-12T09:57:24+00:00,97,-94,86,1,8,1,21.1277631,81.7640845,,1,,,
2022-07-12T10:01:54+00:00,98,-75,70,3,6,3,21.1277631,81.7640845,,1,,,
2022-07-12T10:02:11+00:00,99,-91,69,3,7,1,21.1277631,81.7640845,,1,,,
2022-07-12T10:02:26+00:00,100,-104,67,2,8,0,21.1277631,81.7640845,,1,,,
2022-07-12T10:02:42+00:00,101,-94,76,2,8,-1,21.1277631,81.7640845,,1,,,
2022-07-12T10:02:58+00:00,102,-92,73,2,8,0,21.1277631,81.7640845,,1,,,
2022-07-12T10:03:14+00:00,103,-99,84,1,9,2,21.1277631,81.7640845,,1,,,
2022-07-12T10:03:30+00:00,104,-90,-80,0,8,0,21.1277631,81.7640845,,1,,,
2022-07-12T10:03:46+00:00,105,-10,-80,0,-1,-9,21.1277631,81.7640845,,1,,,
2022-07-12T10:04:03+00:00,106,-43,50,4,4,-7,21.1277631,81.7640845,,1,,,
2022-07-12T10:04:19+00:00,107,-46,59,3,4,-6,21.1277631,81.7640845,,1,,,
2022-07-12T10:04:35+00:00,108,-30,34,3,2,-7,21.1277631,81.7640845,,1,,,
2022-07-12T10:04:51+00:00,109,-32,44,3,3,-7,21.1277631,81.7640845,,1,,,
2022-07-12T10:05:07+00:00,110,-30,37,3,2,-7,21.1277631,81.7640845,,1,,,
2022-07-12T10:05:23+00:00,111,-52,93,0,7,-4,21.1277631,81.7640845,,1,,,
2022-07-12T10:05:40+00:00,112,-7,-65,0,0,-9,21.1277631,81.7640845,,1,,,
2022-07-12T10:05:56+00:00,113,-92,-75,-1,7,1,21.1277631,81.7640845,,1,,,
2022-07-12T10:06:12+00:00,114,-70,86,0,9,-2,21.1277631,81.7640845,,1,,,
2022-07-12T10:06:28+00:00,115,-43,88,1,8,-4,21.1277631,81.7640845,,1,,,
2022-07-12T10:06:44+00:00,116,-61,82,1,7,-5,21.1277631,81.7640845,,1,,,
2022-07-12T10:07:00+00:00,117,-62,-78,0,8,-3,21.1277631,81.7640845,,1,,,
2022-07-12T10:07:16+00:00,118,-75,81,1,9,-1,21.1277631,81.7640845,,1,,,
2022-07-12T10:07:31+00:00,119,-71,79,2,8,0,21.1277631,81.7640845,,1,,,
2022-07-12T10:07:47+00:00,120,-71,-82,0,8,-2,21.1277631,81.7640845,,1,,,
2022-07-12T10:08:02+00:00,121,-45,60,4,5,-6,21.1277631,81.7640845,,0,,,
2022-07-12T10:08:18+00:00,122,-74,-82,0,9,-2,21.1277631,81.7640845,,0,,,
2022-07-12T10:08:34+00:00,123,-48,-44,-5,6,-4,21.1277631,81.7640845,,0,,,
2022-07-12T10:08:51+00:00,124,-75,-73,-1,8,-1,21.1277631,81.7640845,,0,,,
2022-07-12T10:09:07+00:00,125,-73,90,0,8,-4,21.1277631,81.7640845,,1,,,
2022-07-12T10:09:24+00:00,126,-47,92,0,7,-3,21.1277631,81.7640845,,1,,,
2022-07-12T10:09:40+00:00,127,-44,-76,0,6,-6,21.1277631,81.7640845,,1,,,
2022-07-12T10:09:57+00:00,128,-72,-65,-2,7,0,21.1277631,81.7640845,,0,,,
2022-07-12T10:10:13+00:00,129,-72,-76,-1,8,-1,21.1277631,81.7640845,,1,,,
2022-07-12T10:10:30+00:00,130,-12,58,0,-1,-8,21.1277631,81.7640845,,1,,,
2022-07-12T10:10:46+00:00,131,-32,93,0,6,-6,21.1277631,81.7640845,,1,,,
2022-07-12T10:11:03+00:00,132,-48,89,0,7,-2,21.1277631,81.7640845,,1,,,
2022-07-12T10:11:19+00:00,133,-66,-74,-1,8,-2,21.1277631,81.7640845,,1,,,
2022-07-12T10:11:35+00:00,134,-54,-81,0,6,-5,21.1277631,81.7640845,,1,,,
2022-07-12T10:11:51+00:00,135,-40,-52,3,-5,-6,21.1277631,81.7640845,,1,,,
2022-07-12T10:12:08+00:00,136,-89,36,-7,-5,0,21.1277631,81.7640845,,1,,,
2022-07-12T10:12:24+00:00,137,-33,38,6,13,-10,21.1277631,81.7640845,,1,,,
2022-07-12T10:12:41+00:00,138,-63,-11,-7,1,-4,21.1277631,81.7640845,,0,,,
2022-07-12T10:12:57+00:00,139,-51,-13,-5,1,-4,21.1277631,81.7640845,,0,,,
